"spo","w_1_rpomAlone","w_2_rpomAlone","w_3_rpomAlone","w_4_rpomAlone","w_1_vib","w_2_vib","w_3_vib","w_4_vib","w_1_mari","w_2_mari","w_3_mari","w_4_mari","w_1_CC","w_2_CC","w_3_CC","w_4_CC"
"SPO1253",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SPO1254",1,1.1,1.1,0.95,1.1,1.1,1.2,1,0.99,1.1,1.2,0.95,1.1,1.1,1.1,1
"SPO1255",1.2,1,1.1,1.1,1.2,1,1,1.2,1.1,1.1,1.1,0.82,1.2,0.92,1.1,0.96
"SPO1256",1,0.9,1.1,0.76,1.3,0.99,0.87,0.82,1.1,0.86,0.97,0.89,0.95,0.91,0.89,0.81
"SPO1257",1,1.1,1,0.99,0.93,1,0.78,1,0.92,1,1,0.97,0.79,1.1,1.1,1
"SPO1258",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SPO1259",0.88,0.94,1.2,1,1,0.84,1.1,0.97,0.91,1,1,1,0.91,0.99,0.9,0.93
"SPO1260",1.2,1,1.1,0.92,1.1,1,0.98,0.98,1.1,0.96,0.97,1,1.1,1,0.94,1
"SPO1261",1.3,NA,NA,NA,1.1,NA,NA,1.2,0.94,NA,NA,NA,NA,NA,NA,NA
"SPO1262",0.89,0.96,1,0.91,1,0.94,1,0.92,0.92,0.91,1,1,1,0.58,0.95,0.81
"SPO1263",1.3,1.2,0.85,1.2,1.1,1.1,1.1,1.1,1.1,1.1,0.84,1.1,1,1,1,0.98
"SPO1264",0.88,0.86,0.92,0.91,0.94,0.88,1.1,1.1,0.89,0.96,0.99,1,1,0.97,1.1,1.1
"SPO1265",0,NA,NA,0,0,1.3,NA,0,0.9,NA,NA,0.88,0,1.2,NA,0.44
"SPO1267",NA,1,NA,1.1,NA,0.94,NA,1.3,NA,1,NA,NA,NA,1.1,NA,NA
"SPO1268",1.4,1,0.98,0.59,1.3,0.92,0.75,1,1.3,1,0.95,0.99,1.3,0.77,1.1,1.1
"SPO1269",NA,NA,NA,NA,1.1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"SPO1270",0.81,NA,0.77,1.1,0.71,NA,0.99,0.7,0,NA,1,1,0.89,NA,1.2,0.91
"SPO1271",1.1,1,0.99,1,1.1,1.1,0.91,0.97,1.1,1,0.96,1,1,0.97,0.94,1
"SPO1272",1.1,0.97,1.1,1,1.1,1,1,1,1,1,1.1,1.1,1,1,1.1,1
"SPO1274",0.99,0.95,1,1,0.93,0.99,1,0.99,0.96,1,1,1,0.97,1,0.97,1.1
"SPO1275",1,1.3,1.1,0.84,0.88,1.2,0.95,1,0.95,1.1,0.91,1.2,1,1.2,0.86,1.1
"SPO1276",NA,0.62,NA,0,NA,1.2,1.2,1.1,NA,0.79,1,0.78,NA,1.1,1.1,0.9
"SPO1277",1,1,1,1.1,0.94,0.9,0.97,1,0.96,0.99,1,1.1,1,1,0.94,1
"SPO1278",1,0.93,1,1.1,1.1,0.88,1,0.93,1.3,0.33,1.1,1.2,0.89,0.9,0.88,1
"SPO1279",1.1,1.2,0.97,0.86,0.87,1.2,1.2,0.77,1.1,1.3,1.1,0.72,1.1,1.2,0.93,0.55
"SPO1280",1,1,0.8,1,0.82,1,0.92,0.86,1,1.1,0.99,1,0.98,0.85,0.86,0.99
"SPO1281",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SPO1282",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SPO1283",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SPO1284",1.1,1.1,1.1,1,1,1.1,1,1,1.1,1.1,1,1,1.1,0.98,0.98,1
"SPO1285",1,1.1,1.1,0.86,0.75,1.1,1,0.89,0.79,1.2,0.99,0.82,0.93,0.94,0.93,0.94
"SPO1286",0.91,1.2,1,0.98,1,1.2,0.93,1.2,0.84,1.1,0.9,0.94,0.87,1.2,0.69,0.89
"SPO1287",0.92,1.2,1.1,0.61,1.2,0,0.97,0.52,0.98,0.81,0.78,0.85,0.54,1.1,0.74,0.81
"SPO1288",0.87,0.89,0.92,0.82,0.96,0.93,0.8,0.91,0.85,0.97,0.95,0.8,0.83,0.8,0.79,0.94
"SPO1289",1,1.1,0.81,1.1,0.91,0.94,1.1,0.97,0.96,1.1,1,0.98,0.96,0.95,0.92,0.99
"SPO1290",0.91,0.93,1.2,1.1,0.89,0.84,1.2,1,0.87,0.92,1.2,1.1,1.1,0.93,1.3,1.2
"SPO1291",0.85,1.2,0.98,0.98,0.86,1.1,1,1,0.96,1.1,0.96,1,0.87,1.1,1,1
"SPO1292",NA,0,0.74,0,NA,0.82,0.73,0.67,NA,0,0.71,0.85,NA,0.79,1.1,0.72
"SPO1293",0.97,1.2,0.97,1.1,0.97,1,0.8,0.94,0.91,1.1,0.96,0.88,0.8,1.1,0.85,0.89
"SPO1294",1,1,1,1.1,0.7,0.8,0.86,0.87,0.86,0.9,0.82,0.89,0.79,0.88,0.99,0.79
"SPO1295",1,0.98,1,1.1,0.81,1,1,0.95,1,1,1,1,1,0.94,0.92,1
"SPO1298",0.91,1,1.1,0.99,1,1,1.1,0.93,1.1,1,1,1.1,0.89,0.97,1,1
"SPO1299",0.92,1.1,1,0.87,0.84,0.97,1.1,1.1,0.91,0.95,1,1,0.91,0.93,0.99,1
"SPO1300",1,1,1,1,1,1,1.1,0.98,1.1,1,0.97,1,1.1,1,0.91,0.95
"SPO1301",0.97,0.98,1.1,1,1,0.92,1,1,1,0.88,0.97,1,1.2,0.78,1.1,1.1
"SPO1302",0.89,0.99,1,0.95,0.98,0.99,1.1,1,0.91,0.99,1.1,0.96,0.84,1.1,1,0.96
"SPO1303",0.98,1.1,1.1,0.9,1.1,0.96,1,0.72,1,1.2,1.1,0.88,0.92,0.89,1.1,0.87
"SPO1304",0.76,1.1,1,0.93,0.96,1,1,1,0.97,0.92,1,0.99,1,0.85,0.94,0.91
"SPO1305",0.94,1,0.97,0.92,1,1,0.96,0.93,0.96,0.9,0.92,0.98,1.1,1,0.94,0.97
"SPO1306",0.84,1,1.1,0.8,1.1,1.2,1.1,0.91,1.1,1.1,1.1,0.89,0.96,1.2,1,0.98
"SPO1307",1.2,1.1,0.97,1.2,1.2,1,0.97,1.1,1.1,0.97,0.93,1,1,1.1,0.86,1.1
"SPO1308",0.98,1,1.1,1.2,0.93,1.1,0.98,1.2,1.1,1,0.96,1,1.1,0.85,0.93,1.2
"SPO1309",0.78,1.4,0.5,0.93,0.88,1.2,0.65,1,1,1.2,0.84,0.85,0.95,0.74,0.82,0.92
"SPO1310",0.96,0.9,0.97,0.99,1,0.76,1.2,0.95,1.1,0.88,1.1,1,1.2,0.68,1.1,1
"SPO1310a",0.48,NA,0.83,0.57,1.1,1.4,0.4,0,0.8,NA,0.87,0.79,1,NA,0.9,0.26
"SPO1311",1,0.96,1,0.99,0.99,1,1.1,0.95,0.97,1,1.1,0.88,0.96,1.1,1,1
"SPO1312",1.1,NA,1.1,NA,0.82,NA,0.76,NA,0,NA,0,1.3,0,NA,0.95,1.3
"SPO1313",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SPO1314",1.1,1,1,1.2,1,0.98,1.1,1.1,1,1,1.1,1.1,1.1,0.97,1.1,1.1
"SPO1315",1.2,1,1,1,1.2,1,1.1,1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1
"SPO1316",1.4,0.85,0.91,1.1,1.2,1,1,1,1.3,1,0.92,1.1,1.1,0.99,0.96,1.1
"SPO1318",0,0,0,0,0,0,0.36,0,0,0,0,0.44,0.55,0.42,0,0.43
"SPO1319",0.7,0.91,1.1,0.76,0.98,0.82,0.96,1.1,0.95,0.95,1.1,1.1,0.85,0.87,0.85,0.72
"SPO1320",0.94,0.83,0.82,0.63,1.2,0.4,1,0.82,0.79,0.62,0.96,0.89,0.84,0.66,0.79,0.77
"SPO1321",NA,1.3,1,0.54,NA,NA,1,1.2,1.1,1.3,0.51,0.96,1.5,NA,NA,0.9
"SPO1322",1.1,1.1,1,1,1.1,1.1,1.1,1,1.1,1.2,0.99,1.1,1,0.96,1,0.98
"SPO1323",1.1,1,0.92,0.93,1.1,0.97,1.1,0.8,1.1,0.99,0.95,1,1.1,0.97,0.89,0.92
"SPO1324",1.7,0.97,0.94,0.8,1.5,0.82,0.85,1,1.4,0.82,0.71,1,1.5,0.97,0.88,0.78
"SPO1325",0.96,NA,0.76,0.61,0.85,NA,1,0.75,0.91,NA,0.84,0.85,0.83,NA,1,0.63
"SPO1326",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SPO1327",0.85,0.96,0.98,0.94,0.85,0.75,0.93,0.87,0.88,1,0.95,0.9,0.76,0.87,0.96,0.97
"SPO1328",0.92,0.98,0.96,0.74,0.85,0.84,0.94,0.89,0.97,0.94,0.87,0.94,0.98,0.91,1,0.92
"SPO1329",0.49,0,0.43,0.48,0.68,0.17,0.6,0.65,0.38,0.44,0.64,0.32,0.38,0.54,0.62,0.85
"SPO1330",0,0.59,0.44,0,0.79,0.95,0.67,0.63,0.93,0,0,0,0.96,1,0.55,0.77
"SPO1331",0.97,0.96,0.93,0.94,0.94,0.82,1,1.1,0.99,0.94,0.97,0.95,0.95,0.88,0.88,0.96
"SPO1332",NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0
"SPO1333",0.97,1,0.85,1,1.1,1.2,1,1,1.1,1.1,1,0.97,1,1.2,1,1
"SPO1334",0.84,1.1,0.88,0.74,0.71,1.1,0.66,1,0.72,1.1,1,0.6,1.1,1.3,0.64,0.76
"SPO1335",1.6,0.82,0.19,0.42,NA,0,0.72,0.9,1.5,0.74,0.82,0.95,NA,0.94,0.78,0.95
"SPO1336",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SPO1337",1,0.86,1,0.97,0.97,0.93,0.97,0.89,0.92,0.91,0.99,0.95,0.91,0.87,0.93,0.97
"SPO1337a",0.83,NA,NA,NA,1.2,NA,NA,NA,0.68,NA,NA,NA,0,NA,1.4,NA
"SPO1339",0,0.94,NA,NA,0,1.1,NA,NA,0,1.2,NA,NA,0,NA,NA,NA
"SPO1340",1.2,0.94,0.86,0.92,1.1,0.86,0.91,0.97,1.1,0.76,0.79,0.94,0.96,0.72,0.82,1
"SPO1341",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,0.8,NA,NA,NA,NA,NA
"SPO1342",0.69,1,0.77,0.9,0.99,1,0.64,1,0.52,1,0.96,0.68,0.93,0.9,0.77,0.8
"SPO1343",0.97,0.88,0.86,1,1.1,0.88,0.75,1,0.88,0.82,0.82,1,0.96,0.89,1,1.1
"SPO1344",0,NA,NA,NA,0.66,1.3,NA,1.1,0,NA,NA,NA,0.82,NA,NA,NA
"SPO1345",0,0.43,0,0,0,0.61,0.69,0.85,0.24,0.68,0,0,0,0.66,0,0.46
"SPO1346",NA,0.94,NA,1.2,NA,0.62,1,1,NA,1.2,NA,1.2,NA,NA,1.1,1.2
"SPO1347",1.1,1.1,0.94,0.95,0.91,1.1,1,1.1,0.94,1,1,0.93,1.1,1.1,1.1,1.1
"SPO1348",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SPO1349",1.1,1.3,1.1,1.1,1.3,1.2,0.98,1.2,1.1,1.2,1,1,1.2,1.2,1.1,0.99
"SPO1351",0,0,0,0,0,0.27,0,0,0,0,0.26,0,0,0,0,0.48
"SPO1352",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SPO1352a",1.4,1.2,1.2,1.1,1.1,1.1,1.3,1,1.3,1.1,1.1,1,1.1,1.1,1.3,1
"SPO1353",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SPO1354",1,0.86,0.92,0.76,1,0.71,0.97,0.87,0.98,0.94,0.94,0.96,0.85,0.97,0.98,1.1
"SPO1355",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SPO1356",1.2,0.88,1.1,1.2,1.3,0.94,1,1.1,1.1,0.98,0.95,1.1,1.4,0.91,1,1.2
"SPO1356a",0.43,0.67,0.51,0.82,0.51,0.9,0.72,0.82,0.5,0.67,0.88,0.55,0.52,0.75,0.6,0.54
"SPO1357",0.87,1,1.3,1,1.2,1.2,1.2,0.88,1.1,1.1,1,1.1,1,1.1,1,1
"SPO1358",NA,1,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA
"SPO1359",0.93,0.89,0.79,0.93,0.73,0.68,0.65,0.9,0.86,0.85,0.9,0.88,0.85,0.93,0.79,0.75
"SPO1360",1.3,1.1,1.1,1.1,1.2,1,0.99,1.1,1.1,1,1,1.1,1.3,0.94,1,1.1
"SPO1361",0.87,1,1.2,1.2,0.93,0.71,1.1,1.1,1,1,1.2,0.98,1.1,0.96,1.1,1.2
"SPO1362",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SPO1363",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SPO1364",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SPO1364a",1.3,0.8,0.98,0.84,1.2,0.83,0.89,0.94,1.2,0.84,0.88,1,1.2,1,0.79,1
"SPO1365",0.97,1.1,1.1,1,0.92,1.1,0.94,1,1,1,0.93,0.99,0.95,0.97,0.87,0.9
"SPO1366",0,0.046,0,0,0,0.27,0,0,0,0,0,0.44,0,0,0,0
"SPO1367",NA,0,0,0,NA,0,0.32,0.96,NA,0,0,0,NA,0,0,0
"SPO1368",0.92,0.57,0.72,0,0.84,0.66,0.78,0.64,0.86,0.89,0.7,0.64,1,1,0.97,0.74
"SPO1369",0.92,0.87,1,0.85,1,0.91,1,0.89,1.1,0.86,1,0.91,0.8,0.8,0.95,0.92
